text,subject
"I'm thinking of learning how to play the guitar. , Describe in your own words. (Ref: 80)",English
"We should try that new restaurant downtown this weekend. , How do we use this in real life? (Ref: 98)",English
Ancient civilizations like Mesopotamia contributed greatly to writing systems. : Include real-world data. (Ref: 94),History
"Explain the causes and effects of World War I. , Include key facts. (Ref: 50)",History
Can you explain how this remote works? ; Refer to the chart above. (Ref: 28),English
"Calculate the growth rate of bacteria in a lab experiment using exponential functions. , Refer to the chart above. (Ref: 28)",Maths
The Industrial Revolution began in the late 18th century and transformed societies. ; What is the implication? (Ref: 33),History
"Can you pass me the salt, please? ? Apply this to modern scenarios. (Ref: 88)",English
Ancient civilizations like Mesopotamia contributed greatly to writing systems. : Include real-world data. (Ref: 32),History
A linear equation is an equation between two variables that gives a straight line when plotted. . How is this calculated? (Ref: 44),Maths
What’s the best way to get to the train station from here? . Include real-world data. (Ref: 55),English
Ancient civilizations like Mesopotamia contributed greatly to writing systems. ; Explain briefly. (Ref: 80),History
Graph the rate of a chemical reaction over time and explain the curve. ? Apply this to modern scenarios. (Ref: 38),Maths
"Calculate the growth rate of bacteria in a lab experiment using exponential functions. , Why is this important? (Ref: 80)",Maths
A linear equation is an equation between two variables that gives a straight line when plotted. ; Apply this to modern scenarios. (Ref: 49),Maths
"The human heart has four chambers and pumps blood throughout the body. , Refer to the chart above. (Ref: 33)",Science
Water boils at 100°C under normal atmospheric pressure. Explain why this happens. . Describe in your own words. (Ref: 81),Science
Calculate the growth rate of bacteria in a lab experiment using exponential functions. : Include real-world data. (Ref: 95),Maths
I usually go for a walk after dinner to relax. ? Explain briefly. (Ref: 83),English
A linear equation is an equation between two variables that gives a straight line when plotted. ? What is the implication? (Ref: 46),Maths
"An acid reacts with a base to produce salt and water. This is called a neutralization reaction. , Explain briefly. (Ref: 100)",Science
"Use the formula F = ma to calculate the force when mass is 10kg and acceleration is 2m/s^2. , Include key facts. (Ref: 8)",Maths
A linear equation is an equation between two variables that gives a straight line when plotted. ? How do we use this in real life? (Ref: 4),Maths
"An acid reacts with a base to produce salt and water. This is called a neutralization reaction. , How is this calculated? (Ref: 77)",Science
"Calculate the growth rate of bacteria in a lab experiment using exponential functions. , What is the implication? (Ref: 9)",Maths
Have you seen my phone? I just had it a second ago. . Why is this important? (Ref: 80),English
A linear equation is an equation between two variables that gives a straight line when plotted. ? What is the implication? (Ref: 87),Maths
Calculate the growth rate of bacteria in a lab experiment using exponential functions. ; Include key facts. (Ref: 46),Maths
An acid reacts with a base to produce salt and water. This is called a neutralization reaction. ; Describe in your own words. (Ref: 3),Science
Ancient civilizations like Mesopotamia contributed greatly to writing systems. : How do we use this in real life? (Ref: 15),History
The Industrial Revolution began in the late 18th century and transformed societies. ? Why is this important? (Ref: 94),History
Can you explain how this remote works? : What is the implication? (Ref: 19),English
Explain the causes and effects of World War I. ? Include key facts. (Ref: 4),History
What time does your class end today? . Refer to the chart above. (Ref: 35),English
The process of evolution explains how species change over time through natural selection. . Why is this important? (Ref: 80),Science
Explain the function of mitochondria in a cell. : Include key facts. (Ref: 82),Science
She said she’ll call you back once the meeting is over. : Apply this to modern scenarios. (Ref: 25),English
"I’m running late, I’ll be there in ten minutes. , Apply this to modern scenarios. (Ref: 17)",English
We should try that new restaurant downtown this weekend. ; Explain briefly. (Ref: 86),English
We have to leave early to avoid the morning traffic. : Explain briefly. (Ref: 54),English
"Explain the causes and effects of World War I. , Include real-world data. (Ref: 35)",History
"Can you pass me the salt, please? ; How do we use this in real life? (Ref: 19)",English
Explain the causes and effects of World War I. . Why is this important? (Ref: 35),History
Water boils at 100°C under normal atmospheric pressure. Explain why this happens. ? Refer to the chart above. (Ref: 91),Science
The process of evolution explains how species change over time through natural selection. ? Include key facts. (Ref: 33),Science
Use the formula F = ma to calculate the force when mass is 10kg and acceleration is 2m/s^2. ; What is the implication? (Ref: 32),Maths
The Industrial Revolution began in the late 18th century and transformed societies. ? How do we use this in real life? (Ref: 31),History
Solve for x: 2x + 3 = 11. . How do we use this in real life? (Ref: 83),Maths
Could you help me with my homework later? : Can you justify this? (Ref: 17),English
"He’s really good at fixing things around the house. , Apply this to modern scenarios. (Ref: 95)",English
Explain the causes and effects of World War I. ; Include real-world data. (Ref: 59),History
A linear equation is an equation between two variables that gives a straight line when plotted. ; Can you justify this? (Ref: 25),Maths
Describe the difference between potential and kinetic energy. : Why is this important? (Ref: 55),Science
I'm not sure what to wear to the event tomorrow. . What is the implication? (Ref: 84),English
Can you explain how this remote works? . Why is this important? (Ref: 72),English
Solve for x: 2x + 3 = 11. ? Include key facts. (Ref: 2),Maths
Ancient civilizations like Mesopotamia contributed greatly to writing systems. : Describe in your own words. (Ref: 63),History
Explain the causes and effects of World War I. : Why is this important? (Ref: 72),History
Can you explain how this remote works? ; What is the implication? (Ref: 44),English
A linear equation is an equation between two variables that gives a straight line when plotted. . Refer to the chart above. (Ref: 31),Maths
"She said she’ll call you back once the meeting is over. , Refer to the chart above. (Ref: 61)",English
Solve for x: 2x + 3 = 11. ? Include real-world data. (Ref: 85),Maths
"We should try that new restaurant downtown this weekend. , Apply this to modern scenarios. (Ref: 17)",English
Explain the causes and effects of World War I. : Why is this important? (Ref: 35),History
Explain the function of mitochondria in a cell. . Can you justify this? (Ref: 95),Science
Newton's First Law states that an object in motion stays in motion unless acted upon by a force. ? Can you justify this? (Ref: 55),Science
Speed is calculated by dividing distance by time. : Include real-world data. (Ref: 99),Science
"An acid reacts with a base to produce salt and water. This is called a neutralization reaction. , Apply this to modern scenarios. (Ref: 84)",Science
What time does your class end today? ; How do we use this in real life? (Ref: 34),English
Solve for x: 2x + 3 = 11. : Refer to the chart above. (Ref: 96),Maths
The periodic table is organized by increasing atomic number. : Explain briefly. (Ref: 63),Science
The process of evolution explains how species change over time through natural selection. ; Refer to the chart above. (Ref: 42),Science
I'm not sure what to wear to the event tomorrow. ? Can you justify this? (Ref: 50),English
Have you seen my phone? I just had it a second ago. ; Can you justify this? (Ref: 22),English
"That movie was really interesting, don’t you think? ; Refer to the chart above. (Ref: 92)",English
The periodic table is organized by increasing atomic number. : Apply this to modern scenarios. (Ref: 41),Science
We should try that new restaurant downtown this weekend. ? Can you justify this? (Ref: 86),English
Newton's First Law states that an object in motion stays in motion unless acted upon by a force. . Apply this to modern scenarios. (Ref: 88),Science
"She said she’ll call you back once the meeting is over. , Refer to the chart above. (Ref: 46)",English
He’s really good at fixing things around the house. ? Why is this important? (Ref: 53),English
Ancient civilizations like Mesopotamia contributed greatly to writing systems. ; Include real-world data. (Ref: 19),History
Have you seen my phone? I just had it a second ago. ; How do we use this in real life? (Ref: 37),English
"It looks like it might rain, should we take an umbrella? ? Discuss with examples. (Ref: 63)",English
Newton's First Law states that an object in motion stays in motion unless acted upon by a force. ; How is this calculated? (Ref: 81),Science
My favorite subject in school is definitely art. ? Include key facts. (Ref: 30),English
"Use the formula F = ma to calculate the force when mass is 10kg and acceleration is 2m/s^2. , Can you justify this? (Ref: 39)",Maths
Newton's First Law states that an object in motion stays in motion unless acted upon by a force. . Why is this important? (Ref: 39),Science
"He’s really good at fixing things around the house. , How is this calculated? (Ref: 92)",English
Solve for x: 2x + 3 = 11. ? How do we use this in real life? (Ref: 39),Maths
What’s the best way to get to the train station from here? ? Refer to the chart above. (Ref: 34),English
Describe the difference between potential and kinetic energy. . Can you justify this? (Ref: 69),Science
Calculate the growth rate of bacteria in a lab experiment using exponential functions. . Why is this important? (Ref: 70),Maths
"Can you pass me the salt, please? : Can you justify this? (Ref: 54)",English
"An acid reacts with a base to produce salt and water. This is called a neutralization reaction. , Why is this important? (Ref: 11)",Science
"Explain the causes and effects of World War I. , Include real-world data. (Ref: 74)",History
Atoms bond to form molecules by sharing or transferring electrons. : Can you justify this? (Ref: 76),Science
Photosynthesis is the process by which green plants create food using sunlight. ? What is the implication? (Ref: 17),Science
What’s the best way to get to the train station from here? . Include key facts. (Ref: 47),English
"The Industrial Revolution began in the late 18th century and transformed societies. , Discuss with examples. (Ref: 60)",History
Calculate the growth rate of bacteria in a lab experiment using exponential functions. : How is this calculated? (Ref: 90),Maths
"Solve for x: 2x + 3 = 11. , Apply this to modern scenarios. (Ref: 44)",Maths
Use the formula F = ma to calculate the force when mass is 10kg and acceleration is 2m/s^2. ; Refer to the chart above. (Ref: 3),Maths
Explain the causes and effects of World War I. ? Discuss with examples. (Ref: 5),History
"Atoms are the basic building blocks of matter. , How do we use this in real life? (Ref: 30)",Science
Atoms are the basic building blocks of matter. ; Discuss with examples. (Ref: 64),Science
Speed is calculated by dividing distance by time. ? What is the implication? (Ref: 51),Science
"Solve for x: 2x + 3 = 11. , Apply this to modern scenarios. (Ref: 23)",Maths
Newton's First Law states that an object in motion stays in motion unless acted upon by a force. : Can you justify this? (Ref: 19),Science
The Industrial Revolution began in the late 18th century and transformed societies. ? Why is this important? (Ref: 56),History
An acid reacts with a base to produce salt and water. This is called a neutralization reaction. ? How is this calculated? (Ref: 65),Science
Ancient civilizations like Mesopotamia contributed greatly to writing systems. : Include key facts. (Ref: 9),History
What’s the best way to get to the train station from here? ; Include key facts. (Ref: 49),English
Graph the rate of a chemical reaction over time and explain the curve. : How is this calculated? (Ref: 60),Maths
Graph the rate of a chemical reaction over time and explain the curve. ; Discuss with examples. (Ref: 45),Maths
Could you help me with my homework later? . Apply this to modern scenarios. (Ref: 41),English
Describe the difference between potential and kinetic energy. ; Discuss with examples. (Ref: 77),Science
Use the formula F = ma to calculate the force when mass is 10kg and acceleration is 2m/s^2. ; Apply this to modern scenarios. (Ref: 73),Maths
I'm thinking of learning how to play the guitar. ? What is the implication? (Ref: 16),English
I'm thinking of learning how to play the guitar. ; Why is this important? (Ref: 5),English
Explain the function of mitochondria in a cell. ; Refer to the chart above. (Ref: 79),Science
"The Industrial Revolution began in the late 18th century and transformed societies. , How is this calculated? (Ref: 57)",History
"Describe the difference between potential and kinetic energy. , How is this calculated? (Ref: 92)",Science
Atoms are the basic building blocks of matter. ; How do we use this in real life? (Ref: 73),Science
Let’s make a grocery list so we don’t forget anything. ; Why is this important? (Ref: 60),English
Use the formula F = ma to calculate the force when mass is 10kg and acceleration is 2m/s^2. ? Include real-world data. (Ref: 63),Maths
"It looks like it might rain, should we take an umbrella? : What is the implication? (Ref: 3)",English
Atoms are the basic building blocks of matter. : Can you justify this? (Ref: 87),Science
"Ancient civilizations like Mesopotamia contributed greatly to writing systems. , Refer to the chart above. (Ref: 53)",History
What time does your class end today? ; Can you justify this? (Ref: 26),English
Speed is calculated by dividing distance by time. ? Describe in your own words. (Ref: 92),Science
Calculate the growth rate of bacteria in a lab experiment using exponential functions. : Explain briefly. (Ref: 19),Maths
Describe the difference between potential and kinetic energy. . Why is this important? (Ref: 34),Science
The Industrial Revolution began in the late 18th century and transformed societies. ? Why is this important? (Ref: 97),History
Speed is calculated by dividing distance by time. ? What is the implication? (Ref: 83),Science
The area of a circle is given by πr^2. Calculate the area when r = 5. : Include real-world data. (Ref: 81),Maths
The area of a circle is given by πr^2. Calculate the area when r = 5. ? How is this calculated? (Ref: 93),Maths
Describe the difference between potential and kinetic energy. : Refer to the chart above. (Ref: 15),Science
She enjoys reading mystery novels in her free time. ; What is the implication? (Ref: 23),English
"Could you help me with my homework later? , Apply this to modern scenarios. (Ref: 14)",English
Explain the causes and effects of World War I. ; How do we use this in real life? (Ref: 95),History
I'm not sure what to wear to the event tomorrow. ? How do we use this in real life? (Ref: 25),English
The Industrial Revolution began in the late 18th century and transformed societies. ? Refer to the chart above. (Ref: 98),History
What time does your class end today? : Why is this important? (Ref: 61),English
The Industrial Revolution began in the late 18th century and transformed societies. . Include key facts. (Ref: 9),History
Let’s make a grocery list so we don’t forget anything. ; Include key facts. (Ref: 39),English
Use the formula F = ma to calculate the force when mass is 10kg and acceleration is 2m/s^2. ; Explain briefly. (Ref: 33),Maths
The area of a circle is given by πr^2. Calculate the area when r = 5. ; Include key facts. (Ref: 81),Maths
My favorite subject in school is definitely art. ; Include key facts. (Ref: 7),English
Photosynthesis is the process by which green plants create food using sunlight. ? Discuss with examples. (Ref: 51),Science
Ancient civilizations like Mesopotamia contributed greatly to writing systems. ? Describe in your own words. (Ref: 15),History
The area of a circle is given by πr^2. Calculate the area when r = 5. . How is this calculated? (Ref: 94),Maths
Graph the rate of a chemical reaction over time and explain the curve. . Describe in your own words. (Ref: 85),Maths
Explain the causes and effects of World War I. : Discuss with examples. (Ref: 30),History
Speed is calculated by dividing distance by time. ; Can you justify this? (Ref: 64),Science
Let’s make a grocery list so we don’t forget anything. ? Discuss with examples. (Ref: 24),English
"Solve for x: 2x + 3 = 11. , How is this calculated? (Ref: 99)",Maths
Explain the causes and effects of World War I. . Discuss with examples. (Ref: 73),History
"Calculate the growth rate of bacteria in a lab experiment using exponential functions. , Apply this to modern scenarios. (Ref: 33)",Maths
"Ancient civilizations like Mesopotamia contributed greatly to writing systems. , Include real-world data. (Ref: 32)",History
She enjoys reading mystery novels in her free time. . Describe in your own words. (Ref: 36),English
Graph the rate of a chemical reaction over time and explain the curve. : Explain briefly. (Ref: 7),Maths
Ancient civilizations like Mesopotamia contributed greatly to writing systems. ? What is the implication? (Ref: 28),History
He’s really good at fixing things around the house. : Why is this important? (Ref: 62),English
"The Industrial Revolution began in the late 18th century and transformed societies. , Apply this to modern scenarios. (Ref: 95)",History
Let’s make a grocery list so we don’t forget anything. . What is the implication? (Ref: 36),English
"Newton's First Law states that an object in motion stays in motion unless acted upon by a force. , Can you justify this? (Ref: 54)",Science
Explain the causes and effects of World War I. ? Can you justify this? (Ref: 100),History
What’s the best way to get to the train station from here? ? Explain briefly. (Ref: 62),English
Water boils at 100°C under normal atmospheric pressure. Explain why this happens. ? Discuss with examples. (Ref: 7),Science
"Photosynthesis is the process by which green plants create food using sunlight. , Describe in your own words. (Ref: 50)",Science
The human heart has four chambers and pumps blood throughout the body. : Include key facts. (Ref: 39),Science
Solve for x: 2x + 3 = 11. : Why is this important? (Ref: 78),Maths
"Ancient civilizations like Mesopotamia contributed greatly to writing systems. , Include key facts. (Ref: 80)",History
He’s really good at fixing things around the house. : Why is this important? (Ref: 53),English
What’s the best way to get to the train station from here? : Include real-world data. (Ref: 57),English
Use the formula F = ma to calculate the force when mass is 10kg and acceleration is 2m/s^2. : How do we use this in real life? (Ref: 1),Maths
"Explain the causes and effects of World War I. , Discuss with examples. (Ref: 36)",History
The area of a circle is given by πr^2. Calculate the area when r = 5. ? Refer to the chart above. (Ref: 99),Maths
Water boils at 100°C under normal atmospheric pressure. Explain why this happens. : Apply this to modern scenarios. (Ref: 30),Science
The process of evolution explains how species change over time through natural selection. : How do we use this in real life? (Ref: 76),Science
Let’s make a grocery list so we don’t forget anything. . Discuss with examples. (Ref: 84),English
Ancient civilizations like Mesopotamia contributed greatly to writing systems. : How do we use this in real life? (Ref: 28),History
Graph the rate of a chemical reaction over time and explain the curve. ? Include key facts. (Ref: 62),Maths
"Calculate the growth rate of bacteria in a lab experiment using exponential functions. , Discuss with examples. (Ref: 16)",Maths
The Industrial Revolution began in the late 18th century and transformed societies. . How do we use this in real life? (Ref: 48),History
"We have to leave early to avoid the morning traffic. , What is the implication? (Ref: 75)",English
Photosynthesis is the process by which green plants create food using sunlight. : Why is this important? (Ref: 34),Science
Solve for x: 2x + 3 = 11. . Can you justify this? (Ref: 86),Maths
Speed is calculated by dividing distance by time. ? Include real-world data. (Ref: 2),Science
Atoms bond to form molecules by sharing or transferring electrons. ? Refer to the chart above. (Ref: 72),Science
Use the formula F = ma to calculate the force when mass is 10kg and acceleration is 2m/s^2. . Discuss with examples. (Ref: 42),Maths
The Industrial Revolution began in the late 18th century and transformed societies. ? Refer to the chart above. (Ref: 36),History
She said she’ll call you back once the meeting is over. ; How is this calculated? (Ref: 7),English
"Solve for x: 2x + 3 = 11. , Include key facts. (Ref: 28)",Maths
"The area of a circle is given by πr^2. Calculate the area when r = 5. , Why is this important? (Ref: 56)",Maths
Explain the function of mitochondria in a cell. ? Why is this important? (Ref: 65),Science
He’s really good at fixing things around the house. : Include key facts. (Ref: 33),English
Have you seen my phone? I just had it a second ago. ; Why is this important? (Ref: 71),English
The Industrial Revolution began in the late 18th century and transformed societies. : How do we use this in real life? (Ref: 9),History
Calculate the growth rate of bacteria in a lab experiment using exponential functions. . Discuss with examples. (Ref: 5),Maths
Use the formula F = ma to calculate the force when mass is 10kg and acceleration is 2m/s^2. . Can you justify this? (Ref: 70),Maths
Atoms bond to form molecules by sharing or transferring electrons. ; Refer to the chart above. (Ref: 43),Science
"Use the formula F = ma to calculate the force when mass is 10kg and acceleration is 2m/s^2. , Include key facts. (Ref: 22)",Maths
The Industrial Revolution began in the late 18th century and transformed societies. ; Discuss with examples. (Ref: 31),History
Explain the causes and effects of World War I. . Discuss with examples. (Ref: 55),History
Graph the rate of a chemical reaction over time and explain the curve. : Refer to the chart above. (Ref: 26),Maths
"That movie was really interesting, don’t you think? ? Apply this to modern scenarios. (Ref: 25)",English
She enjoys reading mystery novels in her free time. ? Apply this to modern scenarios. (Ref: 6),English
The process of evolution explains how species change over time through natural selection. ? Explain briefly. (Ref: 37),Science
"What time does your class end today? , Why is this important? (Ref: 97)",English
"He’s really good at fixing things around the house. , Describe in your own words. (Ref: 28)",English
An acid reacts with a base to produce salt and water. This is called a neutralization reaction. . Include real-world data. (Ref: 81),Science
I'm thinking of learning how to play the guitar. : Refer to the chart above. (Ref: 44),English
"Calculate the growth rate of bacteria in a lab experiment using exponential functions. , What is the implication? (Ref: 26)",Maths
The Industrial Revolution began in the late 18th century and transformed societies. ? Include real-world data. (Ref: 59),History
Atoms bond to form molecules by sharing or transferring electrons. . What is the implication? (Ref: 81),Science
Use the formula F = ma to calculate the force when mass is 10kg and acceleration is 2m/s^2. . Can you justify this? (Ref: 20),Maths
Explain the causes and effects of World War I. ; Include key facts. (Ref: 90),History
Ancient civilizations like Mesopotamia contributed greatly to writing systems. ? Discuss with examples. (Ref: 93),History
"Water boils at 100°C under normal atmospheric pressure. Explain why this happens. , Apply this to modern scenarios. (Ref: 87)",Science
I'm not sure what to wear to the event tomorrow. : How is this calculated? (Ref: 89),English
Ancient civilizations like Mesopotamia contributed greatly to writing systems. ? What is the implication? (Ref: 44),History
"The area of a circle is given by πr^2. Calculate the area when r = 5. , Describe in your own words. (Ref: 64)",Maths
"She enjoys reading mystery novels in her free time. , Why is this important? (Ref: 20)",English
The process of evolution explains how species change over time through natural selection. : What is the implication? (Ref: 8),Science
The Industrial Revolution began in the late 18th century and transformed societies. . Can you justify this? (Ref: 75),History
The Industrial Revolution began in the late 18th century and transformed societies. ? Explain briefly. (Ref: 23),History
"That movie was really interesting, don’t you think? . Why is this important? (Ref: 14)",English
Atoms are the basic building blocks of matter. ; Explain briefly. (Ref: 48),Science
We have to leave early to avoid the morning traffic. . Why is this important? (Ref: 26),English
Graph the rate of a chemical reaction over time and explain the curve. : What is the implication? (Ref: 71),Maths
The Industrial Revolution began in the late 18th century and transformed societies. ? Explain briefly. (Ref: 25),History
A linear equation is an equation between two variables that gives a straight line when plotted. : Explain briefly. (Ref: 88),Maths
The periodic table is organized by increasing atomic number. ? How do we use this in real life? (Ref: 79),Science
"Describe the difference between potential and kinetic energy. , Apply this to modern scenarios. (Ref: 73)",Science
Describe the difference between potential and kinetic energy. : What is the implication? (Ref: 23),Science
The process of evolution explains how species change over time through natural selection. . Apply this to modern scenarios. (Ref: 30),Science
"The Industrial Revolution began in the late 18th century and transformed societies. , Include key facts. (Ref: 29)",History
Explain the causes and effects of World War I. ; Describe in your own words. (Ref: 63),History
The Industrial Revolution began in the late 18th century and transformed societies. : Can you justify this? (Ref: 63),History
We should try that new restaurant downtown this weekend. ; How do we use this in real life? (Ref: 57),English
A linear equation is an equation between two variables that gives a straight line when plotted. ? Explain briefly. (Ref: 15),Maths
Calculate the growth rate of bacteria in a lab experiment using exponential functions. ? Describe in your own words. (Ref: 86),Maths
"Can you pass me the salt, please? ; Why is this important? (Ref: 17)",English
"A linear equation is an equation between two variables that gives a straight line when plotted. , Refer to the chart above. (Ref: 30)",Maths
Water boils at 100°C under normal atmospheric pressure. Explain why this happens. : Discuss with examples. (Ref: 23),Science
The Industrial Revolution began in the late 18th century and transformed societies. : How do we use this in real life? (Ref: 87),History
Atoms are the basic building blocks of matter. ; Why is this important? (Ref: 28),Science
The Industrial Revolution began in the late 18th century and transformed societies. : Explain briefly. (Ref: 2),History
The human heart has four chambers and pumps blood throughout the body. : How is this calculated? (Ref: 28),Science
Ancient civilizations like Mesopotamia contributed greatly to writing systems. . Why is this important? (Ref: 66),History
The human heart has four chambers and pumps blood throughout the body. ? What is the implication? (Ref: 67),Science
The process of evolution explains how species change over time through natural selection. ? Discuss with examples. (Ref: 89),Science
"The periodic table is organized by increasing atomic number. , Can you justify this? (Ref: 20)",Science
"My favorite subject in school is definitely art. , Why is this important? (Ref: 61)",English
We have to leave early to avoid the morning traffic. : Include key facts. (Ref: 57),English
We have to leave early to avoid the morning traffic. ? Include real-world data. (Ref: 79),English
"The Industrial Revolution began in the late 18th century and transformed societies. , Describe in your own words. (Ref: 38)",History
"Explain the function of mitochondria in a cell. , Describe in your own words. (Ref: 73)",Science
An acid reacts with a base to produce salt and water. This is called a neutralization reaction. . Refer to the chart above. (Ref: 45),Science
Water boils at 100°C under normal atmospheric pressure. Explain why this happens. ; What is the implication? (Ref: 68),Science
The Industrial Revolution began in the late 18th century and transformed societies. : Refer to the chart above. (Ref: 60),History
Graph the rate of a chemical reaction over time and explain the curve. . Include real-world data. (Ref: 1),Maths
Explain the causes and effects of World War I. ; How is this calculated? (Ref: 69),History
Speed is calculated by dividing distance by time. ; Can you justify this? (Ref: 15),Science
Explain the function of mitochondria in a cell. ? Explain briefly. (Ref: 97),Science
"The process of evolution explains how species change over time through natural selection. , Discuss with examples. (Ref: 70)",Science
"Explain the causes and effects of World War I. , Can you justify this? (Ref: 26)",History
The Industrial Revolution began in the late 18th century and transformed societies. . Include real-world data. (Ref: 6),History
"Use the formula F = ma to calculate the force when mass is 10kg and acceleration is 2m/s^2. , Describe in your own words. (Ref: 49)",Maths
The human heart has four chambers and pumps blood throughout the body. . Describe in your own words. (Ref: 25),Science
The Industrial Revolution began in the late 18th century and transformed societies. . Describe in your own words. (Ref: 21),History
"A linear equation is an equation between two variables that gives a straight line when plotted. , Refer to the chart above. (Ref: 45)",Maths
Solve for x: 2x + 3 = 11. ? Apply this to modern scenarios. (Ref: 55),Maths
She enjoys reading mystery novels in her free time. : What is the implication? (Ref: 97),English
Explain the causes and effects of World War I. : What is the implication? (Ref: 76),History
Water boils at 100°C under normal atmospheric pressure. Explain why this happens. . Can you justify this? (Ref: 98),Science
My favorite subject in school is definitely art. ? Discuss with examples. (Ref: 19),English
She enjoys reading mystery novels in her free time. . Apply this to modern scenarios. (Ref: 36),English
"Solve for x: 2x + 3 = 11. , How do we use this in real life? (Ref: 2)",Maths
"Have you seen my phone? I just had it a second ago. , Apply this to modern scenarios. (Ref: 35)",English
"He’s really good at fixing things around the house. , Why is this important? (Ref: 53)",English
"The process of evolution explains how species change over time through natural selection. , Describe in your own words. (Ref: 75)",Science
Ancient civilizations like Mesopotamia contributed greatly to writing systems. : How do we use this in real life? (Ref: 60),History
Explain the causes and effects of World War I. : Include real-world data. (Ref: 56),History
The periodic table is organized by increasing atomic number. . Explain briefly. (Ref: 27),Science
My favorite subject in school is definitely art. . Why is this important? (Ref: 62),English
Water boils at 100°C under normal atmospheric pressure. Explain why this happens. : Explain briefly. (Ref: 35),Science
Explain the causes and effects of World War I. : Refer to the chart above. (Ref: 86),History
Ancient civilizations like Mesopotamia contributed greatly to writing systems. ; Apply this to modern scenarios. (Ref: 8),History
Explain the causes and effects of World War I. ; Include key facts. (Ref: 20),History
"I’m running late, I’ll be there in ten minutes. , Why is this important? (Ref: 3)",English
The Industrial Revolution began in the late 18th century and transformed societies. . How is this calculated? (Ref: 14),History
"Water boils at 100°C under normal atmospheric pressure. Explain why this happens. , How do we use this in real life? (Ref: 67)",Science
"Photosynthesis is the process by which green plants create food using sunlight. , Include real-world data. (Ref: 35)",Science
"I'm thinking of learning how to play the guitar. , Why is this important? (Ref: 77)",English
Explain the causes and effects of World War I. : What is the implication? (Ref: 51),History
Graph the rate of a chemical reaction over time and explain the curve. ? What is the implication? (Ref: 29),Maths
I'm not sure what to wear to the event tomorrow. : How is this calculated? (Ref: 49),English
"Ancient civilizations like Mesopotamia contributed greatly to writing systems. , How is this calculated? (Ref: 72)",History
Graph the rate of a chemical reaction over time and explain the curve. ; How do we use this in real life? (Ref: 53),Maths
"Graph the rate of a chemical reaction over time and explain the curve. , Can you justify this? (Ref: 53)",Maths
The area of a circle is given by πr^2. Calculate the area when r = 5. ? Explain briefly. (Ref: 4),Maths
"Ancient civilizations like Mesopotamia contributed greatly to writing systems. , Explain briefly. (Ref: 70)",History
The human heart has four chambers and pumps blood throughout the body. : What is the implication? (Ref: 5),Science
"The area of a circle is given by πr^2. Calculate the area when r = 5. , Explain briefly. (Ref: 33)",Maths
An acid reacts with a base to produce salt and water. This is called a neutralization reaction. ? Include real-world data. (Ref: 28),Science
The Industrial Revolution began in the late 18th century and transformed societies. . How do we use this in real life? (Ref: 50),History
The area of a circle is given by πr^2. Calculate the area when r = 5. . Why is this important? (Ref: 4),Maths
Atoms are the basic building blocks of matter. : Include real-world data. (Ref: 98),Science
Have you seen my phone? I just had it a second ago. : Include key facts. (Ref: 36),English
The process of evolution explains how species change over time through natural selection. . How is this calculated? (Ref: 14),Science
Graph the rate of a chemical reaction over time and explain the curve. ; Can you justify this? (Ref: 48),Maths
"It looks like it might rain, should we take an umbrella? ; Include key facts. (Ref: 49)",English
"Can you pass me the salt, please? : Discuss with examples. (Ref: 26)",English
"I usually go for a walk after dinner to relax. , What is the implication? (Ref: 21)",English
The process of evolution explains how species change over time through natural selection. : Refer to the chart above. (Ref: 72),Science
I'm not sure what to wear to the event tomorrow. ? Why is this important? (Ref: 86),English
Speed is calculated by dividing distance by time. ; Describe in your own words. (Ref: 82),Science
Do you remember where we parked the car? . Explain briefly. (Ref: 6),English
Explain the causes and effects of World War I. ; How is this calculated? (Ref: 87),History
Solve for x: 2x + 3 = 11. ? Explain briefly. (Ref: 1),Maths
The Industrial Revolution began in the late 18th century and transformed societies. : What is the implication? (Ref: 90),History
Explain the function of mitochondria in a cell. . Can you justify this? (Ref: 52),Science
My favorite subject in school is definitely art. : Describe in your own words. (Ref: 68),English
A linear equation is an equation between two variables that gives a straight line when plotted. . Include real-world data. (Ref: 51),Maths
Explain the causes and effects of World War I. ? Refer to the chart above. (Ref: 95),History
Explain the causes and effects of World War I. ? Can you justify this? (Ref: 64),History
What time does your class end today? ; Refer to the chart above. (Ref: 16),English
A linear equation is an equation between two variables that gives a straight line when plotted. ; How do we use this in real life? (Ref: 69),Maths
Water boils at 100°C under normal atmospheric pressure. Explain why this happens. . Why is this important? (Ref: 49),Science
The Industrial Revolution began in the late 18th century and transformed societies. ; What is the implication? (Ref: 43),History
Graph the rate of a chemical reaction over time and explain the curve. ? Discuss with examples. (Ref: 6),Maths
An acid reacts with a base to produce salt and water. This is called a neutralization reaction. ? Include key facts. (Ref: 63),Science
Explain the causes and effects of World War I. ; Why is this important? (Ref: 32),History
"What’s the best way to get to the train station from here? , Explain briefly. (Ref: 79)",English
Solve for x: 2x + 3 = 11. : Can you justify this? (Ref: 1),Maths
Newton's First Law states that an object in motion stays in motion unless acted upon by a force. ? Refer to the chart above. (Ref: 19),Science
Graph the rate of a chemical reaction over time and explain the curve. : Explain briefly. (Ref: 23),Maths
The Industrial Revolution began in the late 18th century and transformed societies. ? Describe in your own words. (Ref: 3),History
What’s the best way to get to the train station from here? ? How do we use this in real life? (Ref: 22),English
