text,subject
Can you help me carry this bag? (Ref: 2209),English
I usually take the bus to school. (Ref: 2102),English
Wearing a helmet reduces head injury risk. (Ref: 1943),Science
State the Pythagorean theorem. (Ref: 2269),Maths
What is the law of conservation of mass? (Ref: 1854),Science
Trees produce oxygen through photosynthesis. (Ref: 871),Science
Tipu Sultan fought bravely against the British. (Ref: 524),History
I usually take the bus to school. (Ref: 1523),English
Washing hands prevents disease spread. (Ref: 803),Science
What is the probability of rolling a 3 on a die? (Ref: 1155),Maths
What is the probability of rolling a 3 on a die? (Ref: 2469),Maths
Boiling water kills most bacteria. (Ref: 355),Science
What is the function of an adverb in a sentence? (Ref: 1499),English
The Maratha empire resisted the Mughals. (Ref: 1547),History
Correct the grammatical error in this statement. (Ref: 2493),English
The sun is a natural source of light. (Ref: 1821),Science
Explain Mendel’s law of inheritance. (Ref: 1438),Science
I usually take the bus to school. (Ref: 1250),English
She bought 3 apples for ₹15 each. (Ref: 783),Maths
Buddha attained enlightenment in Bodh Gaya. (Ref: 1027),History
How do you use the present perfect tense? (Ref: 1047),English
Ashoka embraced Buddhism after the Kalinga war. (Ref: 633),History
The sun is a natural source of light. (Ref: 124),Science
Where did you go during the weekend? (Ref: 608),English
Solve: 3x - 4 = 11 (Ref: 1979),Maths
I enjoy reading novels before bed. (Ref: 89),English
Where did you go during the weekend? (Ref: 2177),English
Define a rational number. (Ref: 2160),Maths
Define a rational number. (Ref: 2181),Maths
Ancient Indian temples show architectural brilliance. (Ref: 2340),History
Convert this direct speech to reported speech. (Ref: 724),English
Explain the distributive property. (Ref: 1230),Maths
Plastic takes centuries to decompose. (Ref: 1460),Science
Trees produce oxygen through photosynthesis. (Ref: 2150),Science
What is the difference between mass and weight? (Ref: 1690),Science
What is the difference between mass and weight? (Ref: 1804),Science
Washing hands prevents disease spread. (Ref: 1643),Science
The train takes 3 hours to reach Delhi. (Ref: 115),Maths
Describe how vaccines work. (Ref: 472),Science
The Mauryas unified large parts of India. (Ref: 67),History
What was the significance of the Battle of Panipat? (Ref: 1605),History
Where did you go during the weekend? (Ref: 2104),English
The Mauryas unified large parts of India. (Ref: 183),History
What was the significance of the Battle of Panipat? (Ref: 1876),History
What is the function of an adverb in a sentence? (Ref: 2419),English
We shared the pizza equally among 4 people. (Ref: 1388),Maths
She scored 85 out of 100 in maths. (Ref: 2079),Maths
Choose the correct article for this noun. (Ref: 2394),English
Wearing a helmet reduces head injury risk. (Ref: 904),Science
Let’s catch up after the class ends. (Ref: 1700),English
Describe the conquests of Samudragupta. (Ref: 2284),History
Calculate the volume of a cube with side 3cm. (Ref: 1596),Maths
What is the correct punctuation for this dialogue? (Ref: 284),English
What is the area of a triangle with base 5cm and height 4cm? (Ref: 2458),Maths
The Red Fort was built by Shah Jahan. (Ref: 2258),History
The cake was divided into 8 equal parts. (Ref: 977),Maths
How did Shivaji Maharaj defend his forts? (Ref: 334),History
Calculate the volume of a cube with side 3cm. (Ref: 447),Maths
What is the difference between mass and weight? (Ref: 1252),Science
What is the probability of rolling a 3 on a die? (Ref: 845),Maths
Solve: 3x - 4 = 11 (Ref: 2280),Maths
Can you help me carry this bag? (Ref: 1514),English
Ashoka embraced Buddhism after the Kalinga war. (Ref: 1398),History
Define the principle of buoyancy. (Ref: 1666),Science
How do you use the present perfect tense? (Ref: 431),English
What is the quadratic formula? (Ref: 1134),Maths
Let’s catch up after the class ends. (Ref: 2178),English
The Mauryas unified large parts of India. (Ref: 1165),History
Describe how vaccines work. (Ref: 1840),Science
She loves drinking coffee in the morning. (Ref: 1016),English
Boiling water kills most bacteria. (Ref: 1020),Science
Use 'however' in a complex sentence. (Ref: 49),English
Identify the verb in this sentence. (Ref: 53),English
Correct the grammatical error in this statement. (Ref: 1273),English
The train takes 3 hours to reach Delhi. (Ref: 983),Maths
I paid ₹120 for 2 books. (Ref: 833),Maths
Can you help me carry this bag? (Ref: 1291),English
Choose the correct article for this noun. (Ref: 630),English
They travelled 250 km in 5 hours. (Ref: 2293),Maths
Describe the impact of Akbar’s rule in India. (Ref: 1157),History
Describe the achievements of Chandragupta Maurya. (Ref: 2098),History
What is the function of an adverb in a sentence? (Ref: 849),English
She bought 3 apples for ₹15 each. (Ref: 547),Maths
Fruits contain natural sugars and vitamins. (Ref: 1814),Science
Simplify the expression: (x^2 - 4)/(x - 2) (Ref: 1205),Maths
Ashoka embraced Buddhism after the Kalinga war. (Ref: 664),History
The sun is a natural source of light. (Ref: 1760),Science
What led to the decline of the Maurya Empire? (Ref: 2416),History
Solve: 3x - 4 = 11 (Ref: 1675),Maths
The Indus Valley had planned drainage systems. (Ref: 570),History
She bought 3 apples for ₹15 each. (Ref: 763),Maths
I'm planning to visit the library today. (Ref: 1974),English
Identify the verb in this sentence. (Ref: 1163),English
Explain Ohm's law with an example. (Ref: 1388),Science
The Maratha empire resisted the Mughals. (Ref: 1537),History
What is a compound-complex sentence? (Ref: 2182),English
Simplify the expression: (x^2 - 4)/(x - 2) (Ref: 1289),Maths
Describe the impact of Akbar’s rule in India. (Ref: 296),History
What was the significance of the Battle of Panipat? (Ref: 965),History
Convert this direct speech to reported speech. (Ref: 1828),English
Trees produce oxygen through photosynthesis. (Ref: 1737),Science
What was the significance of the Battle of Panipat? (Ref: 1564),History
I usually take the bus to school. (Ref: 1091),English
I usually take the bus to school. (Ref: 2305),English
I enjoy reading novels before bed. (Ref: 2252),English
He's been learning French recently. (Ref: 1436),English
Discuss the contributions of the Gupta Empire. (Ref: 1412),History
Washing hands prevents disease spread. (Ref: 101),Science
Define the principle of buoyancy. (Ref: 71),Science
Magnets can attract some metals. (Ref: 1872),Science
Simplify the expression: (x^2 - 4)/(x - 2) (Ref: 1815),Maths
What is the function of an adverb in a sentence? (Ref: 8),English
What is a compound-complex sentence? (Ref: 1622),English
Wearing a helmet reduces head injury risk. (Ref: 1232),Science
Boiling water kills most bacteria. (Ref: 1203),Science
The Red Fort was built by Shah Jahan. (Ref: 1280),History
He's been learning French recently. (Ref: 124),English
I paid ₹120 for 2 books. (Ref: 1215),Maths
Describe the water cycle. (Ref: 524),Science
I counted 12 birds on the tree. (Ref: 1982),Maths
Let’s catch up after the class ends. (Ref: 546),English
What is the structure of an atom? (Ref: 307),Science
What is the function of an adverb in a sentence? (Ref: 1992),English
Magnets can attract some metals. (Ref: 1238),Science
Define a rational number. (Ref: 1317),Maths
He ran 5 km in the morning. (Ref: 2465),Maths
I paid ₹120 for 2 books. (Ref: 2178),Maths
Simplify the expression: (x^2 - 4)/(x - 2) (Ref: 471),Maths
Convert this direct speech to reported speech. (Ref: 459),English
Convert this direct speech to reported speech. (Ref: 1890),English
I counted 12 birds on the tree. (Ref: 1995),Maths
I'm planning to visit the library today. (Ref: 423),English
The Indus Valley had planned drainage systems. (Ref: 297),History
Where did you go during the weekend? (Ref: 1781),English
The sun is a natural source of light. (Ref: 685),Science
She scored 85 out of 100 in maths. (Ref: 136),Maths
The Red Fort was built by Shah Jahan. (Ref: 1584),History
She loves drinking coffee in the morning. (Ref: 2434),English
What is the quadratic formula? (Ref: 1042),Maths
Define a rational number. (Ref: 2031),Maths
The Qutub Minar is in Delhi. (Ref: 696),History
Identify the verb in this sentence. (Ref: 1416),English
Explain the distributive property. (Ref: 2366),Maths
How did Shivaji Maharaj defend his forts? (Ref: 367),History
We shared the pizza equally among 4 people. (Ref: 1691),Maths
Trees produce oxygen through photosynthesis. (Ref: 304),Science
Define a rational number. (Ref: 1325),Maths
Can you help me carry this bag? (Ref: 718),English
It's going to rain later today. (Ref: 2400),English
Trees produce oxygen through photosynthesis. (Ref: 1346),Science
Calculate the volume of a cube with side 3cm. (Ref: 743),Maths
We shared the pizza equally among 4 people. (Ref: 984),Maths
The Red Fort was built by Shah Jahan. (Ref: 1705),History
She loves drinking coffee in the morning. (Ref: 1014),English
What is a compound-complex sentence? (Ref: 685),English
How do you use the present perfect tense? (Ref: 2003),English
Who were the main warriors in the First Battle of Tarain? (Ref: 893),History
What led to the decline of the Maurya Empire? (Ref: 1982),History
The Qutub Minar is in Delhi. (Ref: 1587),History
Chhatrapati Shivaji Maharaj is celebrated for his valor. (Ref: 2214),History
What is the pH scale used for? (Ref: 202),Science
Convert 0.75 into a fraction. (Ref: 1241),Maths
Explain Ohm's law with an example. (Ref: 1625),Science
Convert 0.75 into a fraction. (Ref: 2343),Maths
He saved ₹200 from his monthly allowance. (Ref: 2223),Maths
Explain the rule of Rajaraja Chola. (Ref: 2450),History
Use 'however' in a complex sentence. (Ref: 1667),English
Describe the conquests of Samudragupta. (Ref: 1039),History
She scored 85 out of 100 in maths. (Ref: 2150),Maths
He saved ₹200 from his monthly allowance. (Ref: 620),Maths
I counted 12 birds on the tree. (Ref: 61),Maths
The sun is a natural source of light. (Ref: 978),Science
Explain the distributive property. (Ref: 2432),Maths
Describe the water cycle. (Ref: 602),Science
He ran 5 km in the morning. (Ref: 220),Maths
What is the correct punctuation for this dialogue? (Ref: 400),English
What is the difference between mass and weight? (Ref: 2444),Science
Ancient Indian temples show architectural brilliance. (Ref: 1762),History
Buddha attained enlightenment in Bodh Gaya. (Ref: 212),History
Can you help me carry this bag? (Ref: 407),English
How do you use the present perfect tense? (Ref: 411),English
Explain the distributive property. (Ref: 1633),Maths
Describe how vaccines work. (Ref: 408),Science
Define a rational number. (Ref: 2193),Maths
He's been learning French recently. (Ref: 1735),English
Buddha attained enlightenment in Bodh Gaya. (Ref: 1275),History
The train takes 3 hours to reach Delhi. (Ref: 2264),Maths
Describe the conquests of Samudragupta. (Ref: 19),History
Describe the impact of Akbar’s rule in India. (Ref: 676),History
Turning off lights saves energy. (Ref: 1501),Science
He ran 5 km in the morning. (Ref: 400),Maths
Buddha attained enlightenment in Bodh Gaya. (Ref: 976),History
The cake was divided into 8 equal parts. (Ref: 1531),Maths
Salt dissolves faster in hot water. (Ref: 1644),Science
Describe how vaccines work. (Ref: 112),Science
I counted 12 birds on the tree. (Ref: 1376),Maths
Boiling water kills most bacteria. (Ref: 638),Science
Describe the achievements of Chandragupta Maurya. (Ref: 221),History
Do you want to join us for lunch? (Ref: 1773),English
What is the pH scale used for? (Ref: 2496),Science
Explain the administration under Ashoka. (Ref: 2256),History
What led to the decline of the Maurya Empire? (Ref: 1475),History
I usually take the bus to school. (Ref: 222),English
Wearing a helmet reduces head injury risk. (Ref: 816),Science
The Red Fort was built by Shah Jahan. (Ref: 273),History
State Newton’s second law of motion. (Ref: 2446),Science
Explain the administration under Ashoka. (Ref: 826),History
State Newton’s second law of motion. (Ref: 2078),Science
What is a compound-complex sentence? (Ref: 2458),English
The train takes 3 hours to reach Delhi. (Ref: 2409),Maths
She bought 3 apples for ₹15 each. (Ref: 274),Maths
Ashoka embraced Buddhism after the Kalinga war. (Ref: 155),History
The sun is a natural source of light. (Ref: 662),Science
Trees produce oxygen through photosynthesis. (Ref: 913),Science
Salt dissolves faster in hot water. (Ref: 2234),Science
Ashoka embraced Buddhism after the Kalinga war. (Ref: 1773),History
Simplify the expression: (x^2 - 4)/(x - 2) (Ref: 510),Maths
The sun is a natural source of light. (Ref: 1422),Science
Describe how vaccines work. (Ref: 559),Science
Describe the conquests of Samudragupta. (Ref: 806),History
Describe the conquests of Samudragupta. (Ref: 855),History
Identify the verb in this sentence. (Ref: 1780),English
Correct the grammatical error in this statement. (Ref: 1456),English
Use 'however' in a complex sentence. (Ref: 1798),English
The Maratha empire resisted the Mughals. (Ref: 1747),History
She scored 85 out of 100 in maths. (Ref: 799),Maths
State the Pythagorean theorem. (Ref: 121),Maths
State the Pythagorean theorem. (Ref: 530),Maths
Explain the administration under Ashoka. (Ref: 286),History
Describe the impact of Akbar’s rule in India. (Ref: 2303),History
Calculate the volume of a cube with side 3cm. (Ref: 2199),Maths
Explain the rule of Rajaraja Chola. (Ref: 1012),History
Turning off lights saves energy. (Ref: 2287),Science
Do you want to join us for lunch? (Ref: 599),English
Trees produce oxygen through photosynthesis. (Ref: 2),Science
Convert this direct speech to reported speech. (Ref: 1371),English
What is a compound-complex sentence? (Ref: 458),English
Chhatrapati Shivaji Maharaj is celebrated for his valor. (Ref: 388),History
Correct the grammatical error in this statement. (Ref: 178),English
Describe the achievements of Chandragupta Maurya. (Ref: 637),History
I'm planning to visit the library today. (Ref: 1002),English
Can you help me carry this bag? (Ref: 2151),English
What is the law of conservation of mass? (Ref: 2461),Science
What was the significance of the Battle of Panipat? (Ref: 1555),History
Turning off lights saves energy. (Ref: 2278),Science
The cake was divided into 8 equal parts. (Ref: 153),Maths
Buddha attained enlightenment in Bodh Gaya. (Ref: 2419),History
What is a compound-complex sentence? (Ref: 730),English
Who were the main warriors in the First Battle of Tarain? (Ref: 2007),History
She bought 3 apples for ₹15 each. (Ref: 469),Maths
He's been learning French recently. (Ref: 692),English
Convert this direct speech to reported speech. (Ref: 1361),English
What is the probability of rolling a 3 on a die? (Ref: 1467),Maths
What is the pH scale used for? (Ref: 857),Science
Convert this direct speech to reported speech. (Ref: 39),English
Boiling water kills most bacteria. (Ref: 1273),Science
Can you help me carry this bag? (Ref: 1530),English
Salt dissolves faster in hot water. (Ref: 1344),Science
She bought 3 apples for ₹15 each. (Ref: 1419),Maths
I usually take the bus to school. (Ref: 2099),English
Convert this direct speech to reported speech. (Ref: 2298),English
Where did you go during the weekend? (Ref: 1104),English
I usually take the bus to school. (Ref: 1876),English
Identify the verb in this sentence. (Ref: 2474),English
The sun is a natural source of light. (Ref: 1761),Science
I enjoy reading novels before bed. (Ref: 732),English
Do you want to join us for lunch? (Ref: 1539),English
What is the quadratic formula? (Ref: 1214),Maths
The Maratha empire resisted the Mughals. (Ref: 233),History
Correct the grammatical error in this statement. (Ref: 171),English
Define a rational number. (Ref: 2305),Maths
State the Pythagorean theorem. (Ref: 237),Maths
Define a rational number. (Ref: 874),Maths
Identify the verb in this sentence. (Ref: 1691),English
How did Shivaji Maharaj defend his forts? (Ref: 825),History
Wearing a helmet reduces head injury risk. (Ref: 1531),Science
Convert this direct speech to reported speech. (Ref: 1851),English
What is the pH scale used for? (Ref: 1045),Science
What is the pH scale used for? (Ref: 1546),Science
Identify the verb in this sentence. (Ref: 2115),English
Wearing a helmet reduces head injury risk. (Ref: 3),Science
We shared the pizza equally among 4 people. (Ref: 2072),Maths
State the Pythagorean theorem. (Ref: 1964),Maths
Magnets can attract some metals. (Ref: 430),Science
How did Shivaji Maharaj defend his forts? (Ref: 1899),History
Convert 0.75 into a fraction. (Ref: 1555),Maths
How did Shivaji Maharaj defend his forts? (Ref: 1423),History
Explain Ohm's law with an example. (Ref: 2375),Science
Magnets can attract some metals. (Ref: 119),Science
Explain the rule of Rajaraja Chola. (Ref: 1199),History
Explain the administration under Ashoka. (Ref: 91),History
How do you use the present perfect tense? (Ref: 173),English
He's been learning French recently. (Ref: 1184),English
Boiling water kills most bacteria. (Ref: 2077),Science
The Red Fort was built by Shah Jahan. (Ref: 412),History
Explain the rule of Rajaraja Chola. (Ref: 272),History
Explain the distributive property. (Ref: 404),Maths
Explain Mendel’s law of inheritance. (Ref: 139),Science
What is the probability of rolling a 3 on a die? (Ref: 2322),Maths
She loves drinking coffee in the morning. (Ref: 833),English
Washing hands prevents disease spread. (Ref: 469),Science
Convert this direct speech to reported speech. (Ref: 646),English
Convert this direct speech to reported speech. (Ref: 2303),English
She scored 85 out of 100 in maths. (Ref: 2005),Maths
Fruits contain natural sugars and vitamins. (Ref: 1408),Science
The train takes 3 hours to reach Delhi. (Ref: 730),Maths
The sun is a natural source of light. (Ref: 1484),Science
State the Pythagorean theorem. (Ref: 2369),Maths
Ancient Indian temples show architectural brilliance. (Ref: 1415),History
What is the pH scale used for? (Ref: 1056),Science
Ancient Indian temples show architectural brilliance. (Ref: 299),History
What is the law of conservation of mass? (Ref: 2097),Science
The Qutub Minar is in Delhi. (Ref: 1826),History
Rewrite the sentence in passive voice. (Ref: 1722),English
Calculate the volume of a cube with side 3cm. (Ref: 2452),Maths
He's been learning French recently. (Ref: 1446),English
What is the pH scale used for? (Ref: 349),Science
Explain the administration under Ashoka. (Ref: 2066),History
He ran 5 km in the morning. (Ref: 1481),Maths
Identify the verb in this sentence. (Ref: 2051),English
The Mauryas unified large parts of India. (Ref: 2047),History
Choose the correct article for this noun. (Ref: 1531),English
State Newton’s second law of motion. (Ref: 1223),Science
What is the quadratic formula? (Ref: 1715),Maths
They travelled 250 km in 5 hours. (Ref: 2423),Maths
We shared the pizza equally among 4 people. (Ref: 1810),Maths
They travelled 250 km in 5 hours. (Ref: 1889),Maths
Explain Mendel’s law of inheritance. (Ref: 799),Science
The sun is a natural source of light. (Ref: 1110),Science
The Qutub Minar is in Delhi. (Ref: 2353),History
Explain the administration under Ashoka. (Ref: 123),History
Salt dissolves faster in hot water. (Ref: 2411),Science
Plastic takes centuries to decompose. (Ref: 1328),Science
Calculate the volume of a cube with side 3cm. (Ref: 222),Maths
What is the area of a triangle with base 5cm and height 4cm? (Ref: 1832),Maths
What is the structure of an atom? (Ref: 1283),Science
She bought 3 apples for ₹15 each. (Ref: 1729),Maths
Describe the water cycle. (Ref: 437),Science
What is the structure of an atom? (Ref: 1917),Science
What is the pH scale used for? (Ref: 554),Science
Define the principle of buoyancy. (Ref: 2491),Science
Identify the verb in this sentence. (Ref: 941),English
How do you use the present perfect tense? (Ref: 413),English
He ran 5 km in the morning. (Ref: 97),Maths
They travelled 250 km in 5 hours. (Ref: 2151),Maths
Convert 0.75 into a fraction. (Ref: 698),Maths
Can you help me carry this bag? (Ref: 1854),English
Explain Mendel’s law of inheritance. (Ref: 1641),Science
It's going to rain later today. (Ref: 2112),English
The Mauryas unified large parts of India. (Ref: 1341),History
Trees produce oxygen through photosynthesis. (Ref: 1649),Science
What is the function of an adverb in a sentence? (Ref: 1201),English
Describe the water cycle. (Ref: 596),Science
Describe the conquests of Samudragupta. (Ref: 2483),History
I paid ₹120 for 2 books. (Ref: 23),Maths
Choose the correct article for this noun. (Ref: 837),English
What is the function of an adverb in a sentence? (Ref: 2239),English
The sun is a natural source of light. (Ref: 1040),Science
Define the principle of buoyancy. (Ref: 242),Science
Describe the achievements of Chandragupta Maurya. (Ref: 282),History
Simplify the expression: (x^2 - 4)/(x - 2) (Ref: 757),Maths
Ancient Indian temples show architectural brilliance. (Ref: 2252),History
Who were the main warriors in the First Battle of Tarain? (Ref: 2238),History
He saved ₹200 from his monthly allowance. (Ref: 183),Maths
Define a rational number. (Ref: 953),Maths
Magnets can attract some metals. (Ref: 1658),Science
She bought 3 apples for ₹15 each. (Ref: 2356),Maths
Use 'however' in a complex sentence. (Ref: 1239),English
Identify the verb in this sentence. (Ref: 120),English
Can you help me carry this bag? (Ref: 321),English
Washing hands prevents disease spread. (Ref: 1363),Science
Tipu Sultan fought bravely against the British. (Ref: 22),History
Explain Mendel’s law of inheritance. (Ref: 254),Science
What is the area of a triangle with base 5cm and height 4cm? (Ref: 1926),Maths
What is the structure of an atom? (Ref: 1417),Science
They travelled 250 km in 5 hours. (Ref: 375),Maths
The cake was divided into 8 equal parts. (Ref: 2129),Maths
How do you use the present perfect tense? (Ref: 2264),English
They travelled 250 km in 5 hours. (Ref: 1400),Maths
Trees produce oxygen through photosynthesis. (Ref: 666),Science
How do you use the present perfect tense? (Ref: 1738),English
Define a rational number. (Ref: 585),Maths
I'm planning to visit the library today. (Ref: 1677),English
Wearing a helmet reduces head injury risk. (Ref: 1873),Science
Can you help me carry this bag? (Ref: 1282),English
Describe the water cycle. (Ref: 876),Science
Calculate the volume of a cube with side 3cm. (Ref: 1068),Maths
I enjoy reading novels before bed. (Ref: 2345),English
Salt dissolves faster in hot water. (Ref: 1382),Science
What led to the decline of the Maurya Empire? (Ref: 222),History
Convert this direct speech to reported speech. (Ref: 511),English
Turning off lights saves energy. (Ref: 2122),Science
I usually take the bus to school. (Ref: 889),English
Describe how vaccines work. (Ref: 1668),Science
I enjoy reading novels before bed. (Ref: 1646),English
He saved ₹200 from his monthly allowance. (Ref: 1102),Maths
Explain the administration under Ashoka. (Ref: 66),History
Describe the impact of Akbar’s rule in India. (Ref: 2288),History
Convert this direct speech to reported speech. (Ref: 1426),English
Explain the administration under Ashoka. (Ref: 387),History
The train takes 3 hours to reach Delhi. (Ref: 1473),Maths
Let’s catch up after the class ends. (Ref: 1694),English
I enjoy reading novels before bed. (Ref: 324),English
The train takes 3 hours to reach Delhi. (Ref: 2441),Maths
Where did you go during the weekend? (Ref: 2309),English
What was the significance of the Battle of Panipat? (Ref: 1642),History
It's going to rain later today. (Ref: 743),English
I enjoy reading novels before bed. (Ref: 1162),English
Who were the main warriors in the First Battle of Tarain? (Ref: 1759),History
Where did you go during the weekend? (Ref: 1367),English
Magnets can attract some metals. (Ref: 331),Science
He saved ₹200 from his monthly allowance. (Ref: 1514),Maths
She scored 85 out of 100 in maths. (Ref: 1608),Maths
Describe the conquests of Samudragupta. (Ref: 1986),History
What is the area of a triangle with base 5cm and height 4cm? (Ref: 11),Maths
Explain Ohm's law with an example. (Ref: 1433),Science
What is the correct punctuation for this dialogue? (Ref: 757),English
Explain the distributive property. (Ref: 1406),Maths
Ancient Indian temples show architectural brilliance. (Ref: 2222),History
What is the probability of rolling a 3 on a die? (Ref: 1801),Maths
Rewrite the sentence in passive voice. (Ref: 2159),English
I'm planning to visit the library today. (Ref: 419),English
She scored 85 out of 100 in maths. (Ref: 2197),Maths
Wearing a helmet reduces head injury risk. (Ref: 1881),Science
What is the correct punctuation for this dialogue? (Ref: 2126),English
What is the area of a triangle with base 5cm and height 4cm? (Ref: 1730),Maths
Washing hands prevents disease spread. (Ref: 2043),Science
Define a rational number. (Ref: 1900),Maths
What is a compound-complex sentence? (Ref: 1731),English
Calculate the volume of a cube with side 3cm. (Ref: 1624),Maths
Ancient Indian temples show architectural brilliance. (Ref: 1073),History
Chhatrapati Shivaji Maharaj is celebrated for his valor. (Ref: 1741),History
Trees produce oxygen through photosynthesis. (Ref: 1838),Science
I counted 12 birds on the tree. (Ref: 1911),Maths
Identify the verb in this sentence. (Ref: 1804),English
What is the pH scale used for? (Ref: 2118),Science
She bought 3 apples for ₹15 each. (Ref: 2209),Maths
Ancient Indian temples show architectural brilliance. (Ref: 1380),History
The cake was divided into 8 equal parts. (Ref: 543),Maths
Ashoka embraced Buddhism after the Kalinga war. (Ref: 156),History
The Qutub Minar is in Delhi. (Ref: 2487),History
Where did you go during the weekend? (Ref: 1728),English
Boiling water kills most bacteria. (Ref: 1236),Science
Trees produce oxygen through photosynthesis. (Ref: 1732),Science
What is the quadratic formula? (Ref: 490),Maths
She bought 3 apples for ₹15 each. (Ref: 1849),Maths
I'm planning to visit the library today. (Ref: 1649),English
What was the significance of the Battle of Panipat? (Ref: 307),History
The Mauryas unified large parts of India. (Ref: 2009),History
Convert 0.75 into a fraction. (Ref: 840),Maths
Magnets can attract some metals. (Ref: 303),Science
How do you use the present perfect tense? (Ref: 2248),English
Trees produce oxygen through photosynthesis. (Ref: 1704),Science
Describe the conquests of Samudragupta. (Ref: 1122),History
What is the probability of rolling a 3 on a die? (Ref: 756),Maths
Describe the conquests of Samudragupta. (Ref: 1928),History
Describe the conquests of Samudragupta. (Ref: 1847),History
How did Shivaji Maharaj defend his forts? (Ref: 2415),History
What is the structure of an atom? (Ref: 255),Science
Wearing a helmet reduces head injury risk. (Ref: 762),Science
State Newton’s second law of motion. (Ref: 1509),Science
I enjoy reading novels before bed. (Ref: 609),English
Explain Mendel’s law of inheritance. (Ref: 164),Science
Convert this direct speech to reported speech. (Ref: 309),English
The sun is a natural source of light. (Ref: 1513),Science
Where did you go during the weekend? (Ref: 40),English
Calculate the volume of a cube with side 3cm. (Ref: 1260),Maths
What is the probability of rolling a 3 on a die? (Ref: 270),Maths
Describe the conquests of Samudragupta. (Ref: 1148),History
She bought 3 apples for ₹15 each. (Ref: 801),Maths
The Qutub Minar is in Delhi. (Ref: 1038),History
The sun is a natural source of light. (Ref: 1106),Science
Buddha attained enlightenment in Bodh Gaya. (Ref: 266),History
Plastic takes centuries to decompose. (Ref: 1425),Science
The Mauryas unified large parts of India. (Ref: 747),History
It's going to rain later today. (Ref: 382),English
She bought 3 apples for ₹15 each. (Ref: 1516),Maths
What is the difference between mass and weight? (Ref: 1321),Science
Calculate the volume of a cube with side 3cm. (Ref: 161),Maths
Chhatrapati Shivaji Maharaj is celebrated for his valor. (Ref: 2367),History
We shared the pizza equally among 4 people. (Ref: 1175),Maths
He ran 5 km in the morning. (Ref: 219),Maths
Calculate the volume of a cube with side 3cm. (Ref: 1829),Maths
She bought 3 apples for ₹15 each. (Ref: 1822),Maths
Can you help me carry this bag? (Ref: 2083),English
Ashoka embraced Buddhism after the Kalinga war. (Ref: 1071),History
What is the probability of rolling a 3 on a die? (Ref: 2018),Maths
Explain the distributive property. (Ref: 2445),Maths
She scored 85 out of 100 in maths. (Ref: 388),Maths
How did Shivaji Maharaj defend his forts? (Ref: 1347),History
Who were the main warriors in the First Battle of Tarain? (Ref: 1388),History
What is the function of an adverb in a sentence? (Ref: 2329),English
Describe the conquests of Samudragupta. (Ref: 445),History
Identify the verb in this sentence. (Ref: 999),English
Explain the distributive property. (Ref: 2004),Maths
How do you use the present perfect tense? (Ref: 1252),English
Solve: 3x - 4 = 11 (Ref: 1285),Maths
Describe how vaccines work. (Ref: 1019),Science
I usually take the bus to school. (Ref: 93),English
Boiling water kills most bacteria. (Ref: 963),Science
Ancient Indian temples show architectural brilliance. (Ref: 1128),History
They travelled 250 km in 5 hours. (Ref: 880),Maths
He ran 5 km in the morning. (Ref: 2244),Maths
Fruits contain natural sugars and vitamins. (Ref: 2059),Science
Simplify the expression: (x^2 - 4)/(x - 2) (Ref: 442),Maths
What is the pH scale used for? (Ref: 941),Science
Correct the grammatical error in this statement. (Ref: 1141),English
How did Shivaji Maharaj defend his forts? (Ref: 2100),History
Use 'however' in a complex sentence. (Ref: 1009),English
Where did you go during the weekend? (Ref: 650),English
Explain the administration under Ashoka. (Ref: 2371),History
What is the difference between mass and weight? (Ref: 965),Science
Convert this direct speech to reported speech. (Ref: 556),English
The Red Fort was built by Shah Jahan. (Ref: 2200),History
Explain Ohm's law with an example. (Ref: 53),Science
I usually take the bus to school. (Ref: 674),English
It's going to rain later today. (Ref: 257),English
The Indus Valley had planned drainage systems. (Ref: 1320),History
Who were the main warriors in the First Battle of Tarain? (Ref: 1789),History
He's been learning French recently. (Ref: 500),English
Boiling water kills most bacteria. (Ref: 1305),Science
Salt dissolves faster in hot water. (Ref: 1017),Science
What is the law of conservation of mass? (Ref: 564),Science
Solve: 3x - 4 = 11 (Ref: 110),Maths
Trees produce oxygen through photosynthesis. (Ref: 1193),Science
Let’s catch up after the class ends. (Ref: 712),English
What is the pH scale used for? (Ref: 2188),Science
Ashoka embraced Buddhism after the Kalinga war. (Ref: 1820),History
Define the principle of buoyancy. (Ref: 711),Science
Use 'however' in a complex sentence. (Ref: 1685),English
Buddha attained enlightenment in Bodh Gaya. (Ref: 386),History
Tipu Sultan fought bravely against the British. (Ref: 1804),History
Correct the grammatical error in this statement. (Ref: 1708),English
Describe how vaccines work. (Ref: 1095),Science
Convert this direct speech to reported speech. (Ref: 2420),English
Washing hands prevents disease spread. (Ref: 1554),Science
The sun is a natural source of light. (Ref: 1516),Science
The Indus Valley had planned drainage systems. (Ref: 932),History
The Red Fort was built by Shah Jahan. (Ref: 921),History
What is the area of a triangle with base 5cm and height 4cm? (Ref: 1853),Maths
The Indus Valley had planned drainage systems. (Ref: 1874),History
The Red Fort was built by Shah Jahan. (Ref: 474),History
It's going to rain later today. (Ref: 297),English
I enjoy reading novels before bed. (Ref: 926),English
Ancient Indian temples show architectural brilliance. (Ref: 624),History
Explain the distributive property. (Ref: 675),Maths
